season,player_name,team_name,matches,innings,runs,batting_avg,strike_rate,fours,sixes,fifties,hundreds,wickets,economy,bowling_avg
2014,AM Rahane,Rising Pune Supergiants,8,7,300,25.79,143.12,14,6,2,0,0,5.35,4.77
2015,AM Rahane,Rising Pune Supergiants,12,11,282,34.63,107.94,34,6,4,0,0,5.44,5.82
2016,AM Rahane,Rising Pune Supergiants,8,7,117,36.23,130.18,34,9,1,0,0,5.28,5.86
2017,AM Rahane,Rising Pune Supergiants,8,7,431,31.54,122.73,40,7,7,0,0,5.27,4.52
2018,AM Rahane,Rising Pune Supergiants,8,7,331,25.15,144.4,15,5,1,0,0,4.8,5.14
2019,AM Rahane,Rising Pune Supergiants,14,13,113,25.95,131.66,14,3,0,0,0,5.35,4.89
2020/21,AM Rahane,Rising Pune Supergiants,11,10,242,32.64,109.76,26,5,3,0,0,5.05,5.91
2021,AM Rahane,Rising Pune Supergiants,8,7,165,39.8,131.48,28,6,1,0,0,5.15,4.37
2022,AM Rahane,Rising Pune Supergiants,15,14,432,42.36,107.37,15,5,1,0,0,5.35,5.08
2023,AM Rahane,Rising Pune Supergiants,6,6,175,32.42,138.0,22,4,2,0,0,4.57,4.85
2024,AM Rahane,Rising Pune Supergiants,15,14,231,41.55,117.84,18,7,0,0,0,4.87,4.58
2025,AM Rahane,Rising Pune Supergiants,13,12,350,37.65,133.62,32,4,4,0,0,4.88,5.17
2026,AM Rahane,Rising Pune Supergiants,16,15,432,32.3,144.36,17,9,6,0,0,5.23,5.08
2009,AM Salvi,Delhi Daredevils,2,1,0,15.12,122.71,0,0,0,0,4,7.73,31.99
2010,AM Salvi,Delhi Daredevils,3,1,0,27.32,116.76,0,0,0,0,1,8.1,23.73
2011,AM Salvi,Delhi Daredevils,2,1,0,27.79,135.33,0,0,0,0,2,8.65,30.56
2010,AN Ahmed,Mumbai Indians,2,1,5,36.14,123.86,0,0,0,0,2,9.34,36.49
2011,AN Ahmed,Royal Challengers Bangalore,4,1,8,35.13,121.89,0,0,0,0,3,9.26,33.6
2012,AN Ahmed,Royal Challengers Bangalore,3,1,5,25.27,146.64,1,0,0,0,1,8.32,38.79
2013,AN Ahmed,Royal Challengers Bangalore,3,1,3,48.12,157.15,1,0,0,0,3,8.91,45.5
2014,AN Ahmed,Royal Challengers Bangalore,3,1,7,45.22,138.85,1,0,0,0,1,7.83,43.04
2015,AN Ahmed,Royal Challengers Bangalore,3,1,4,43.86,127.34,1,0,0,0,2,7.9,41.79
2009,AN Ghosh,Kolkata Knight Riders,2,2,9,4.77,75.48,1,0,0,0,0,9.15,32.77
2010,AP Dole,Rajasthan Royals,3,2,20,14.11,153.92,2,1,0,0,3,9.51,26.34
2012,AP Majumdar,Pune Warriors,3,3,45,22.66,114.77,10,2,0,0,0,8.67,24.48
2010,AP Tare,Delhi Daredevils,6,5,36,11.66,140.85,5,2,0,0,0,8.41,25.51
2011,AP Tare,Mumbai Indians,3,2,62,14.04,108.78,7,2,1,0,0,8.12,32.02
2012,AP Tare,Sunrisers Hyderabad,3,2,25,12.26,122.44,6,2,0,0,0,8.79,24.89
2013,AP Tare,Sunrisers Hyderabad,5,4,43,10.62,126.34,6,1,0,0,0,8.71,35.39
2014,AP Tare,Sunrisers Hyderabad,3,2,27,13.78,123.59,6,1,0,0,0,8.49,25.58
2015,AP Tare,Sunrisers Hyderabad,3,2,39,14.01,128.31,6,2,0,0,0,7.72,32.26
2016,AP Tare,Sunrisers Hyderabad,5,4,65,18.39,136.86,6,2,1,0,0,8.79,29.88
2017,AP Tare,Sunrisers Hyderabad,3,2,66,18.6,134.0,5,1,1,0,0,8.41,26.97
2017,AR Bawne,Delhi Daredevils,1,1,11,14.05,111.47,1,0,0,0,0,9.12,31.21
2014,AR Patel,Delhi Capitals,16,12,131,22.38,126.54,9,6,0,0,13,7.23,35.64
2015,AR Patel,Kings XI Punjab,15,11,67,20.43,122.46,6,11,1,0,15,7.41,35.27
2016,AR Patel,Kings XI Punjab,13,10,227,13.15,128.79,13,4,0,0,14,7.11,29.85
2017,AR Patel,Kings XI Punjab,16,12,208,19.54,142.36,9,8,1,1,7,6.86,30.12
2018,AR Patel,Kings XI Punjab,16,12,152,21.35,145.31,11,9,0,0,4,7.04,25.68
2019,AR Patel,Kings XI Punjab,11,8,130,26.75,148.73,12,9,0,0,15,6.74,31.78
2020/21,AR Patel,Kings XI Punjab,16,12,76,22.82,129.27,9,9,0,0,15,7.89,35.33
2021,AR Patel,Kings XI Punjab,8,6,231,22.62,128.68,8,6,3,0,9,6.95,30.53
2022,AR Patel,Kings XI Punjab,16,12,188,29.02,144.16,5,9,1,0,13,7.29,32.71
2023,AR Patel,Kings XI Punjab,10,8,85,23.54,116.94,11,4,1,0,11,6.93,37.33
2024,AR Patel,Kings XI Punjab,13,10,208,25.76,115.95,13,4,2,0,10,7.23,34.77
2025,AR Patel,Kings XI Punjab,10,8,96,22.38,133.18,10,7,1,0,10,8.04,28.37
2026,AR Patel,Kings XI Punjab,16,12,222,20.05,116.69,6,5,3,0,5,6.64,31.97
2024,AR Sharma,Delhi Capitals,8,6,158,28.0,146.99,5,15,2,0,0,8.36,24.11
2025,AR Sharma,Punjab Kings,7,5,202,28.86,148.28,12,9,2,0,0,8.81,33.63
2026,AR Sharma,Punjab Kings,7,5,178,38.36,185.95,7,7,1,0,0,8.87,29.69
2019,AS Joseph,Gujarat Titans,4,1,3,18.23,83.32,0,0,0,0,2,9.79,34.14
2020/21,AS Joseph,Mumbai Indians,2,1,3,22.34,94.79,1,0,0,0,3,9.99,31.15
2021,AS Joseph,Royal Challengers Bengaluru,3,1,5,18.42,77.19,1,0,0,0,2,9.67,27.99
2022,AS Joseph,Royal Challengers Bengaluru,5,2,5,37.08,90.38,0,0,0,0,4,10.33,29.07
2023,AS Joseph,Royal Challengers Bengaluru,4,1,3,26.47,71.72,1,0,0,0,1,10.45,28.12
2024,AS Joseph,Royal Challengers Bengaluru,5,2,3,24.69,91.3,0,0,0,0,5,9.27,37.36
2013,AS Rajpoot,Chennai Super Kings,2,1,4,4.28,56.62,0,0,0,0,3,9.12,36.56
2014,AS Rajpoot,Kings XI Punjab,2,1,5,6.68,68.56,0,0,0,0,2,9.09,35.5
2015,AS Rajpoot,Kolkata Knight Riders,5,1,5,3.93,60.77,0,0,0,0,2,9.39,31.58
2016,AS Rajpoot,Rajasthan Royals,3,1,4,5.79,61.48,0,0,0,0,5,9.61,30.85
2017,AS Rajpoot,Rajasthan Royals,4,1,4,5.01,57.2,0,0,0,0,4,9.5,34.53
2018,AS Rajpoot,Rajasthan Royals,4,1,2,6.66,55.47,0,0,0,0,4,8.53,33.14
2019,AS Rajpoot,Rajasthan Royals,5,1,4,6.19,60.23,0,0,0,0,4,9.97,39.3
2020/21,AS Rajpoot,Rajasthan Royals,2,1,4,4.85,66.6,0,0,0,0,1,8.66,37.45
2009,AS Raut,Rajasthan Royals,8,6,79,19.99,120.87,5,1,1,0,0,9.58,27.73
2010,AS Raut,Rajasthan Royals,4,3,98,14.45,130.73,5,1,0,0,0,8.07,27.81
2011,AS Raut,Rajasthan Royals,8,6,62,28.05,131.61,6,3,1,0,0,9.12,35.31
2019,AS Roy,Kolkata Knight Riders,2,1,2,4.28,98.17,0,0,0,0,1,8.86,28.38
2020/21,AS Roy,Mumbai Indians,1,1,3,4.63,104.16,0,0,0,0,1,8.85,33.56
2021,AS Roy,Mumbai Indians,2,1,5,4.92,100.51,1,0,0,0,1,7.95,29.25
2022,AS Roy,Mumbai Indians,2,1,2,4.03,89.38,0,0,0,0,2,8.33,32.86
2023,AS Roy,Mumbai Indians,2,1,5,4.46,84.87,0,0,0,0,1,8.97,26.96
2024,AS Roy,Mumbai Indians,2,1,2,5.39,103.57,0,0,0,0,1,8.49,32.39
2025,AS Roy,Mumbai Indians,2,1,4,5.13,93.43,1,0,0,0,0,9.01,27.9
2026,AS Roy,Mumbai Indians,2,1,4,5.59,86.58,0,0,0,0,1,7.97,32.43
2023,AS Tendulkar,Mumbai Indians,2,1,8,16.0,125.11,0,0,0,0,1,9.91,32.55
2024,AS Tendulkar,Mumbai Indians,2,1,4,11.0,130.77,0,1,0,0,2,9.24,41.41
2008,AS Yadav,Deccan Chargers,5,4,25,10.19,121.65,5,1,0,0,0,8.45,28.52
2020/21,AT Carey,Delhi Capitals,2,2,49,14.72,104.62,0,1,0,0,0,8.8,34.47
2010,AT Rayudu,Chennai Super Kings,16,15,134,36.94,115.23,13,14,1,1,0,8.27,30.02
2011,AT Rayudu,Mumbai Indians,15,14,141,23.76,111.96,21,15,1,0,0,7.96,25.81
2012,AT Rayudu,Mumbai Indians,10,9,273,28.62,112.48,30,11,4,0,0,8.24,32.79
2013,AT Rayudu,Mumbai Indians,15,14,380,17.2,133.43,24,15,1,0,0,8.37,24.65
2014,AT Rayudu,Mumbai Indians,15,14,415,33.02,140.71,24,16,6,1,0,7.84,26.15
2015,AT Rayudu,Mumbai Indians,16,15,388,22.76,128.11,25,7,5,0,0,9.13,29.22
2016,AT Rayudu,Mumbai Indians,16,15,262,26.55,134.24,20,11,2,0,0,7.69,27.21
2017,AT Rayudu,Mumbai Indians,9,8,397,28.94,123.57,17,12,6,0,0,8.56,25.51
2018,AT Rayudu,Mumbai Indians,16,15,467,37.34,144.08,21,7,5,0,0,8.62,24.49
2019,AT Rayudu,Mumbai Indians,9,8,315,33.32,121.33,18,15,4,0,0,8.16,28.81
2020/21,AT Rayudu,Mumbai Indians,16,15,484,34.86,130.25,33,15,0,0,0,8.7,30.47
2021,AT Rayudu,Mumbai Indians,16,15,227,32.5,115.51,17,10,0,0,0,7.73,28.78
2022,AT Rayudu,Mumbai Indians,16,15,227,27.38,138.65,31,9,2,0,0,7.82,26.7
2023,AT Rayudu,Mumbai Indians,14,13,281,30.38,129.13,21,16,1,0,0,8.6,28.12
2021,AU Rashid,Punjab Kings,1,1,4,10.03,133.5,1,0,0,0,1,9.23,37.83
2022,AU Rashid,Sunrisers Hyderabad,1,1,6,13.21,135.5,1,0,0,0,1,8.47,47.05
2023,AU Rashid,Sunrisers Hyderabad,1,1,5,13.15,157.7,1,0,0,0,1,9.17,43.29
2025,AU Verma,Sunrisers Hyderabad,5,4,112,32.3,182.02,7,9,2,0,0,9.31,30.6
2026,AU Verma,Sunrisers Hyderabad,10,9,180,28.74,175.26,6,11,2,0,0,8.5,30.39
2011,AUK Pathan,Royal Challengers Bangalore,3,3,28,7.18,144.3,3,1,0,0,0,10.2,31.87
2012,AUK Pathan,Royal Challengers Bangalore,4,4,12,4.86,155.53,3,1,0,0,0,9.7,24.97
2023,Abdul Basith,Rajasthan Royals,1,1,1,22.95,113.56,0,0,0,0,0,8.67,33.48
2020/21,Abdul Samad,Lucknow Super Giants,9,8,147,15.31,146.31,4,4,1,0,0,12.36,53.32
2021,Abdul Samad,Sunrisers Hyderabad,9,8,80,14.35,145.83,10,10,0,0,0,13.95,70.95
2022,Abdul Samad,Sunrisers Hyderabad,5,4,151,22.17,143.39,10,11,2,0,0,13.07,59.63
2023,Abdul Samad,Sunrisers Hyderabad,11,9,184,22.67,144.82,10,9,0,0,0,11.99,70.29
2024,Abdul Samad,Sunrisers Hyderabad,11,9,108,23.8,130.0,10,9,1,0,0,13.83,64.5
2025,Abdul Samad,Sunrisers Hyderabad,7,6,114,15.7,140.02,9,9,1,0,0,13.04,67.73
2026,Abdul Samad,Sunrisers Hyderabad,9,8,82,15.87,126.99,10,8,1,0,0,13.21,50.65
2008,Abdur Razzak,Royal Challengers Bangalore,1,1,0,16.88,0,0,0,0,0,0,13.5,33.66
2026,Abhinandan Singh,Royal Challengers Bengaluru,2,1,0,21.33,107.34,0,0,0,0,1,12.28,40.8
2018,Abhishek Sharma,Delhi Daredevils,13,13,253,29.3,165.86,23,17,2,0,1,8.82,55.64
2019,Abhishek Sharma,Sunrisers Hyderabad,11,11,103,21.36,151.21,13,9,1,0,1,9.24,51.89
2020/21,Abhishek Sharma,Sunrisers Hyderabad,5,5,280,34.38,180.12,11,14,4,0,2,9.48,44.95
2021,Abhishek Sharma,Sunrisers Hyderabad,13,13,306,28.22,144.89,15,16,1,0,2,8.94,47.98
2022,Abhishek Sharma,Sunrisers Hyderabad,7,7,272,20.32,189.66,25,18,4,0,1,8.64,52.16
2023,Abhishek Sharma,Sunrisers Hyderabad,6,6,150,33.12,164.68,26,7,1,0,1,9.73,39.0
2024,Abhishek Sharma,Sunrisers Hyderabad,5,5,239,29.54,155.86,25,12,2,0,0,8.91,55.24
2025,Abhishek Sharma,Sunrisers Hyderabad,11,11,344,21.95,161.19,20,10,4,0,1,9.28,44.28
2026,Abhishek Sharma,Sunrisers Hyderabad,8,8,262,27.46,172.07,10,18,2,0,1,9.5,41.5
2023,Abishek Porel,Delhi Capitals,13,12,266,17.18,166.16,15,5,1,0,0,8.82,33.87
2024,Abishek Porel,Delhi Capitals,13,12,213,29.18,169.1,15,8,1,0,0,8.79,27.89
2025,Abishek Porel,Delhi Capitals,9,8,225,24.89,154.16,17,13,3,0,0,8.88,26.74
2022,Akash Deep,Lucknow Super Giants,4,1,9,7.1,168.29,1,0,0,0,3,12.44,43.96
2023,Akash Deep,Royal Challengers Bangalore,2,1,6,6.83,195.63,1,0,0,0,1,12.2,49.45
2024,Akash Deep,Royal Challengers Bengaluru,4,1,8,10.31,184.87,0,1,0,0,2,11.29,45.47
2025,Akash Deep,Royal Challengers Bengaluru,5,2,10,10.2,172.68,1,1,0,0,4,12.31,49.32
2021,Akash Singh,Chennai Super Kings,2,1,0,19.01,112.23,0,0,0,0,2,10.27,30.05
2022,Akash Singh,Lucknow Super Giants,2,1,0,20.99,117.78,0,0,0,0,1,9.63,38.55
2023,Akash Singh,Rajasthan Royals,3,1,0,23.19,128.61,0,0,0,0,3,9.28,40.17
2024,Akash Singh,Rajasthan Royals,2,1,0,27.54,111.32,0,0,0,0,2,10.37,31.01
2025,Akash Singh,Rajasthan Royals,3,1,0,27.83,115.45,0,0,0,0,2,10.49,42.88
2022,Aman Hakim Khan,Delhi Capitals,5,4,28,8.43,97.04,4,4,0,0,0,11.99,25.9
2023,Aman Hakim Khan,Kolkata Knight Riders,7,6,36,8.41,116.67,6,2,0,0,0,12.91,34.67
2011,Anand Rajan,Deccan Chargers,3,1,0,24.5,128.62,0,0,0,0,4,8.72,24.13
2012,Anand Rajan,Sunrisers Hyderabad,2,1,0,25.69,123.04,0,0,0,0,4,8.14,26.66
2013,Anand Rajan,Sunrisers Hyderabad,3,1,0,15.02,107.34,0,0,0,0,2,7.44,25.46
2010,Anirudh Singh,Deccan Chargers,3,2,91,21.15,99.98,4,1,1,0,0,7.93,35.89
2012,Ankit Sharma,Deccan Chargers,4,2,19,8.68,147.3,1,0,0,0,1,7.89,42.81
2013,Ankit Sharma,Rajasthan Royals,4,2,14,8.69,148.13,1,0,0,0,2,7.47,37.75
2014,Ankit Sharma,Rising Pune Supergiant,3,1,20,11.58,118.57,1,1,0,0,1,7.36,37.17
2015,Ankit Sharma,Rising Pune Supergiants,3,1,19,8.45,124.41,1,0,0,0,1,6.71,44.19
2016,Ankit Sharma,Sunrisers Hyderabad,4,2,18,7.61,147.93,1,0,0,0,2,7.93,30.68
2017,Ankit Sharma,Sunrisers Hyderabad,2,1,12,7.84,133.6,1,1,0,0,1,7.7,34.4
2018,Ankit Sharma,Sunrisers Hyderabad,3,1,7,15.49,136.42,1,0,0,0,1,7.97,41.8
2017,Ankit Soni,Gujarat Lions,9,4,8,2.18,66.71,0,1,0,0,1,7.87,78.77
2021,Anmolpreet Singh,Mumbai Indians,3,3,21,10.5,115.37,7,1,0,0,0,8.36,24.8
2022,Anmolpreet Singh,Sunrisers Hyderabad,2,2,50,19.26,102.76,4,1,1,0,0,9.18,27.08
2023,Anmolpreet Singh,Sunrisers Hyderabad,1,1,34,19.53,123.44,3,1,0,0,0,8.53,33.67
2024,Anmolpreet Singh,Sunrisers Hyderabad,2,2,40,12.35,111.82,5,1,0,0,0,8.16,32.53
2021,Anuj Rawat,Rajasthan Royals,5,4,118,17.13,114.63,8,5,1,0,0,8.9,34.21
2022,Anuj Rawat,Royal Challengers Bangalore,3,3,92,25.2,109.73,9,2,1,0,0,7.67,29.77
2023,Anuj Rawat,Royal Challengers Bengaluru,5,4,127,19.13,110.63,7,3,2,0,0,8.92,31.87
2024,Anuj Rawat,Royal Challengers Bengaluru,8,7,105,19.18,104.68,8,3,0,0,0,8.95,27.15
2009,Anureet Singh,Kings XI Punjab,3,1,5,6.27,81.48,0,0,0,0,1,8.79,33.95
2010,Anureet Singh,Kolkata Knight Riders,2,1,5,11.78,76.84,0,0,0,0,1,9.4,38.43
2011,Anureet Singh,Rajasthan Royals,2,1,4,5.74,77.35,0,0,0,0,2,9.42,41.49
2012,Anureet Singh,Rajasthan Royals,3,1,2,12.1,81.56,0,0,0,0,2,9.9,33.56
2013,Anureet Singh,Rajasthan Royals,2,1,4,8.43,76.05,0,0,0,0,1,9.47,31.84
2014,Anureet Singh,Rajasthan Royals,3,1,4,5.88,82.45,0,0,0,0,1,9.04,29.91
2015,Anureet Singh,Rajasthan Royals,2,1,3,9.66,70.81,0,0,0,0,1,8.57,40.83
2016,Anureet Singh,Rajasthan Royals,3,1,2,6.43,71.43,0,0,0,0,1,9.32,34.9
2017,Anureet Singh,Rajasthan Royals,2,1,5,9.3,79.12,0,0,0,0,1,9.76,38.13
2018,Anureet Singh,Rajasthan Royals,3,1,3,9.91,74.89,0,0,0,0,1,9.45,39.67
2023,Arshad Khan,Gujarat Titans,8,5,64,26.69,129.96,2,2,0,0,6,11.48,46.91
2024,Arshad Khan,Lucknow Super Giants,9,6,53,27.35,146.83,2,2,1,0,3,11.87,39.09
2025,Arshad Khan,Mumbai Indians,7,4,28,19.57,131.0,2,3,0,0,7,12.24,43.2
2019,Arshdeep Singh,Kings XI Punjab,13,2,2,3.54,74.23,1,0,0,0,15,8.34,23.01
2020/21,Arshdeep Singh,Punjab Kings,12,2,5,6.06,58.09,1,0,0,0,15,8.96,27.03
2021,Arshdeep Singh,Punjab Kings,13,2,4,6.84,61.65,0,0,0,0,7,9.31,25.58
2022,Arshdeep Singh,Punjab Kings,15,2,3,5.92,64.41,0,0,0,0,20,8.66,30.58
2023,Arshdeep Singh,Punjab Kings,7,1,4,6.66,70.39,0,0,0,0,17,9.53,30.55
2024,Arshdeep Singh,Punjab Kings,11,2,5,7.08,63.68,0,0,0,0,9,9.82,22.96
2025,Arshdeep Singh,Punjab Kings,8,1,6,5.1,64.09,0,0,0,0,11,8.82,23.72
2026,Arshdeep Singh,Punjab Kings,11,2,5,4.32,68.6,0,0,0,0,7,9.28,22.8
2026,Ashok Sharma,Gujarat Titans,5,1,0,17.44,0,0,0,0,0,2,10.11,41.25
2025,Ashwani Kumar,Mumbai Indians,10,1,0,15.6,131.74,0,0,0,0,7,10.53,25.25
2026,Auqib Nabi,Delhi Capitals,1,1,4,5.0,178.72,1,0,0,0,0,9.29,34.29
2017,Avesh Khan,Delhi Capitals,5,1,4,22.66,158.49,1,1,0,0,10,9.9,27.21
2018,Avesh Khan,Delhi Daredevils,7,1,6,29.93,150.4,1,1,0,0,10,8.39,30.7
2019,Avesh Khan,Lucknow Super Giants,9,2,3,29.79,187.21,1,0,0,0,12,9.22,23.99
2020/21,Avesh Khan,Rajasthan Royals,12,2,9,17.4,152.09,1,0,0,0,13,9.09,27.79
2021,Avesh Khan,Royal Challengers Bangalore,7,1,8,29.4,162.26,1,0,0,0,12,8.36,26.84
2022,Avesh Khan,Royal Challengers Bangalore,4,1,7,21.09,176.37,1,0,0,0,4,8.97,30.34
2023,Avesh Khan,Royal Challengers Bangalore,10,2,7,20.67,176.46,1,0,0,0,15,9.32,32.64
2024,Avesh Khan,Royal Challengers Bangalore,10,2,3,14.53,159.18,1,1,0,0,5,8.6,33.97
2025,Avesh Khan,Royal Challengers Bangalore,11,2,9,19.33,143.51,1,0,0,0,8,9.53,30.61
2026,Avesh Khan,Royal Challengers Bangalore,5,1,5,16.57,160.0,0,0,0,0,6,8.41,25.77
2012,Azhar Mahmood,Kings XI Punjab,5,5,50,16.46,142.62,6,2,1,0,3,7.91,25.89
2013,Azhar Mahmood,Kolkata Knight Riders,5,5,74,25.32,130.67,11,3,1,0,6,7.15,20.97
2014,Azhar Mahmood,Kolkata Knight Riders,3,3,118,14.78,123.22,12,3,2,0,4,7.73,27.47
2015,Azhar Mahmood,Kolkata Knight Riders,8,7,142,25.22,113.46,12,4,0,1,12,8.5,20.34
2024,Azmatullah Omarzai,Gujarat Titans,5,3,56,10.76,131.96,6,3,0,0,7,10.32,43.15
2025,Azmatullah Omarzai,Punjab Kings,5,3,77,12.28,145.58,4,3,1,0,2,8.83,46.23
2008,B Akhil,Kochi Tuskers Kerala,4,3,27,8.52,144.6,1,2,0,0,2,7.82,43.59
2009,B Akhil,Royal Challengers Bangalore,2,1,25,10.56,143.42,1,1,0,0,1,7.53,40.18
2010,B Akhil,Royal Challengers Bangalore,4,3,26,10.5,145.81,1,2,0,0,1,8.23,35.3
2011,B Akhil,Royal Challengers Bangalore,3,2,15,8.08,118.61,1,2,0,0,2,7.54,37.94
2008,B Chipli,Deccan Chargers,4,4,66,18.79,117.61,3,1,0,0,0,18.86,29.49
2009,B Chipli,Delhi Daredevils,4,4,51,20.35,96.33,4,2,1,0,0,21.6,25.4
2010,B Chipli,Royal Challengers Bangalore,3,3,29,17.02,102.46,5,1,0,0,0,19.61,25.87
2011,B Chipli,Royal Challengers Bangalore,5,5,58,24.66,105.18,4,1,1,0,0,20.61,34.96
2012,B Chipli,Royal Challengers Bangalore,5,5,29,22.83,103.3,6,1,0,0,0,20.77,24.5
2013,B Chipli,Royal Challengers Bangalore,2,2,28,23.01,97.04,7,1,0,0,0,18.67,32.88
2008,B Geeves,Delhi Daredevils,2,1,0,16.18,129.4,0,0,0,0,1,12.25,80.16
2022,B Indrajith,Kolkata Knight Riders,2,2,20,4.82,60.3,1,0,0,0,0,7.79,32.32
2011,B Kumar,Pune Warriors,11,4,27,9.78,91.99,1,0,0,0,21,8.12,29.79
2012,B Kumar,Royal Challengers Bengaluru,9,3,13,8.39,102.96,2,0,0,0,5,7.53,32.21
2013,B Kumar,Sunrisers Hyderabad,15,6,9,8.24,101.36,2,0,0,0,14,7.38,23.63
2014,B Kumar,Sunrisers Hyderabad,12,5,9,10.18,98.07,2,0,0,0,9,7.0,31.72
2015,B Kumar,Sunrisers Hyderabad,11,4,22,11.12,99.12,3,0,0,0,4,7.78,22.08
2016,B Kumar,Sunrisers Hyderabad,14,5,18,11.49,84.66,2,0,0,0,12,7.32,32.58
2017,B Kumar,Sunrisers Hyderabad,16,6,14,7.18,98.26,1,0,0,0,21,7.54,24.68
2018,B Kumar,Sunrisers Hyderabad,7,3,18,11.28,101.58,1,0,0,0,21,7.13,28.71
2019,B Kumar,Sunrisers Hyderabad,12,5,32,8.4,87.42,1,0,0,0,16,7.14,27.66
2020/21,B Kumar,Sunrisers Hyderabad,15,6,28,7.7,90.88,2,0,0,0,19,8.16,25.96
2021,B Kumar,Sunrisers Hyderabad,12,5,31,11.8,102.09,3,0,0,0,11,7.25,25.56
2022,B Kumar,Sunrisers Hyderabad,16,6,9,6.62,93.75,3,0,0,0,7,8.46,29.3
2023,B Kumar,Sunrisers Hyderabad,8,3,16,6.89,98.46,3,0,0,0,17,7.69,28.54
2024,B Kumar,Sunrisers Hyderabad,7,3,10,5.34,103.47,3,0,0,0,19,7.45,22.85
2025,B Kumar,Sunrisers Hyderabad,10,4,10,9.5,86.8,1,0,0,0,20,7.63,25.57
2026,B Kumar,Sunrisers Hyderabad,16,6,12,6.01,103.2,2,0,0,0,11,7.81,28.74
2013,B Laughlin,Chennai Super Kings,1,1,1,3.32,33.81,0,0,0,0,1,10.9,27.89
2014,B Laughlin,Rajasthan Royals,1,1,1,2.64,37.85,0,0,0,0,1,10.11,30.14
2015,B Laughlin,Rajasthan Royals,1,1,1,2.85,43.27,0,0,0,0,1,11.01,33.39
2016,B Laughlin,Rajasthan Royals,2,1,1,3.47,38.4,0,0,0,0,2,10.31,33.75
2017,B Laughlin,Rajasthan Royals,2,1,0,2.14,34.62,0,0,0,0,2,10.54,25.53
2018,B Laughlin,Rajasthan Royals,2,1,1,2.17,33.05,0,0,0,0,3,10.99,22.68
2008,B Lee,Kings XI Punjab,6,3,26,10.12,123.04,1,2,0,0,3,7.52,52.45
2009,B Lee,Kolkata Knight Riders,5,2,13,10.23,111.85,2,2,0,0,4,7.76,49.15
2010,B Lee,Kolkata Knight Riders,4,2,27,9.85,115.45,1,1,0,0,2,7.61,39.19
2011,B Lee,Kolkata Knight Riders,5,2,31,8.14,131.0,1,2,0,0,7,8.2,46.1
2012,B Lee,Kolkata Knight Riders,4,2,31,16.63,115.77,2,1,0,0,5,6.89,42.63
2013,B Lee,Kolkata Knight Riders,7,4,13,15.55,135.82,2,1,0,0,4,7.81,43.26
2026,B Muzarabani,Kolkata Knight Riders,2,1,0,27.59,111.48,0,0,0,0,6,10.87,16.42
2022,B Sai Sudharsan,Gujarat Titans,11,11,257,43.63,160.77,29,8,1,0,0,8.35,31.69
2023,B Sai Sudharsan,Gujarat Titans,12,12,465,39.32,131.21,22,14,3,0,0,8.49,34.83
2024,B Sai Sudharsan,Gujarat Titans,8,8,599,54.3,138.09,44,16,5,0,0,9.2,32.38
2025,B Sai Sudharsan,Gujarat Titans,8,8,523,42.71,137.3,29,7,6,0,0,8.58,32.94
2026,B Sai Sudharsan,Gujarat Titans,7,7,517,64.62,141.81,49,10,8,0,0,8.44,25.83
2017,B Stanlake,Royal Challengers Bangalore,3,1,4,14.39,239.93,0,0,0,0,3,8.86,33.2
2018,B Stanlake,Sunrisers Hyderabad,3,1,2,15.16,249.8,0,0,0,0,2,8.88,32.61
2010,B Sumanth,Deccan Chargers,5,4,50,34.65,99.29,4,0,0,0,0,7.83,35.44
2011,BA Bhatt,Kings XI Punjab,6,1,1,5.95,97.46,0,0,0,0,5,7.78,30.57
2012,BA Bhatt,Kings XI Punjab,5,1,2,6.9,76.15,0,0,0,0,4,8.0,26.7
2013,BA Bhatt,Kings XI Punjab,8,1,3,6.64,96.04,0,0,0,0,4,7.69,30.97
2017,BA Stokes,Chennai Super Kings,8,8,145,32.7,142.31,12,6,1,0,5,9.17,31.87
2018,BA Stokes,Rajasthan Royals,4,4,105,25.18,132.45,7,4,0,0,6,9.4,38.65
2019,BA Stokes,Rising Pune Supergiant,6,6,178,24.08,122.83,12,6,3,0,1,8.38,37.13
2020/21,BA Stokes,Rising Pune Supergiant,9,9,85,30.72,121.42,6,6,1,0,6,8.81,32.52
2021,BA Stokes,Rising Pune Supergiant,5,5,114,28.55,148.12,6,5,1,0,3,8.12,32.53
2022,BA Stokes,Rising Pune Supergiant,10,10,125,22.28,120.17,11,3,1,0,4,8.31,41.61
2023,BA Stokes,Rising Pune Supergiant,5,5,56,15.79,126.98,10,2,0,0,4,8.01,40.12
2008,BAW Mendis,Kolkata Knight Riders,1,1,1,1.81,52.15,0,0,0,0,1,7.49,29.06
2009,BAW Mendis,Pune Warriors,2,1,0,1.02,44.95,0,0,0,0,2,6.54,33.63
2010,BAW Mendis,Pune Warriors,2,1,0,1.4,54.35,0,0,0,0,2,7.19,29.77
2011,BAW Mendis,Pune Warriors,1,1,0,1.72,42.86,0,0,0,0,2,7.4,35.32
2012,BAW Mendis,Pune Warriors,1,1,0,1.37,52.01,0,0,0,0,1,7.13,32.62
2013,BAW Mendis,Pune Warriors,1,1,0,1.18,49.87,0,0,0,0,1,6.52,41.06
2008,BB McCullum,Chennai Super Kings,5,5,302,30.41,122.48,33,9,1,0,0,8.31,34.02
